Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Swati Desai,Cardiology,17,2037-03-18,Metro Hospital,Kolkata,97,256,0.55,0
Dr. Swati Desai,Orthopedics,10,2037-03-19,City Hospital,Mumbai,61,396,0.56,0
Dr. Ravi Kumar,Cardiology,13,2037-03-20,City Hospital,Kolkata,15,202,0.58,0
Dr. Ravi Kumar,Pediatrics,8,2037-03-21,Metro Hospital,Kolkata,68,210,0.66,0
Dr. Anil Mehra,Cardiology,15,2037-03-22,City Hospital,New Delhi,21,499,1.23,0
Dr. Swati Desai,Cardiology,15,2037-03-23,City Hospital,New Delhi,72,165,1.68,1
Dr. Rohit Verma,Cardiology,16,2037-03-24,Metro Hospital,Chennai,45,411,0.93,0
Dr. Rohit Verma,Dermatology,13,2037-03-25,Govt Health Center,Chennai,18,300,1.62,0
Dr. Rohit Verma,Cardiology,8,2037-03-26,City Hospital,Mumbai,83,449,1.66,0
Dr. Ravi Kumar,Orthopedics,10,2037-03-27,Govt Health Center,Kolkata,76,232,1.86,1
Dr. Rohit Verma,Cardiology,8,2037-03-28,Govt Health Center,Kolkata,38,213,0.72,0
Dr. Ravi Kumar,Orthopedics,12,2037-03-29,City Hospital,Mumbai,80,377,0.7,0
Dr. Ravi Kumar,Cardiology,10,2037-03-30,Govt Health Center,New Delhi,99,129,0.68,0
Dr. Anil Mehra,Dermatology,9,2037-03-31,Metro Hospital,Chennai,17,56,1.04,1
Dr. Rohit Verma,Pediatrics,10,2037-04-01,City Hospital,Mumbai,52,374,1.23,0
Dr. Rohit Verma,Cardiology,16,2037-04-02,City Hospital,Kolkata,86,136,1.19,1
Dr. Swati Desai,Cardiology,15,2037-04-03,Govt Health Center,Mumbai,44,57,0.89,0
Dr. Anil Mehra,Dermatology,10,2037-04-04,City Hospital,Mumbai,92,436,1.43,0
Dr. Swati Desai,Cardiology,9,2037-04-05,City Hospital,Kolkata,31,468,1.01,0
Dr. Anil Mehra,Orthopedics,12,2037-04-06,Govt Health Center,Kolkata,89,419,1.05,0
Dr. Rohit Verma,Cardiology,8,2037-04-07,Govt Health Center,Chennai,88,85,0.66,0
Dr. Ravi Kumar,Cardiology,11,2037-04-08,City Hospital,Chennai,75,300,1.39,0
Dr. Ravi Kumar,Pediatrics,15,2037-04-09,City Hospital,Kolkata,30,149,1.48,1
Dr. Ravi Kumar,Pediatrics,8,2037-04-10,Metro Hospital,Chennai,80,128,1.64,1
Dr. Ravi Kumar,Cardiology,12,2037-04-11,Metro Hospital,Chennai,50,335,1.86,0
Dr. Ravi Kumar,Dermatology,11,2037-04-12,City Hospital,Chennai,50,320,1.65,0
Dr. Swati Desai,Pediatrics,13,2037-04-13,City Hospital,Kolkata,58,270,0.85,0
Dr. Anil Mehra,Cardiology,14,2037-04-14,Metro Hospital,New Delhi,13,245,0.85,0
Dr. Rohit Verma,Pediatrics,16,2037-04-15,Govt Health Center,New Delhi,74,275,1.87,1
Dr. Swati Desai,Cardiology,8,2037-04-16,City Hospital,Chennai,19,136,1.69,1
Dr. Anil Mehra,Pediatrics,17,2037-04-17,Metro Hospital,New Delhi,76,107,1.67,1
Dr. Ravi Kumar,Pediatrics,11,2037-04-18,Metro Hospital,Chennai,19,461,1.58,0
Dr. Anil Mehra,Orthopedics,13,2037-04-19,City Hospital,New Delhi,82,219,0.9,0
Dr. Anil Mehra,Cardiology,17,2037-04-20,City Hospital,New Delhi,26,146,1.77,1
Dr. Ravi Kumar,Cardiology,14,2037-04-21,Metro Hospital,Mumbai,76,195,0.71,0
Dr. Ravi Kumar,Cardiology,14,2037-04-22,City Hospital,Chennai,62,438,1.03,0
Dr. Ravi Kumar,Cardiology,15,2037-04-23,Govt Health Center,New Delhi,44,442,1.02,0
Dr. Rohit Verma,Pediatrics,17,2037-04-24,City Hospital,New Delhi,13,407,1.34,0
Dr. Ravi Kumar,Orthopedics,15,2037-04-25,Metro Hospital,Mumbai,77,420,1.2,0
Dr. Rohit Verma,Orthopedics,15,2037-04-26,Metro Hospital,New Delhi,20,442,1.19,0
Dr. Ravi Kumar,Dermatology,15,2037-04-27,City Hospital,Mumbai,53,67,1.33,1
Dr. Rohit Verma,Cardiology,15,2037-04-28,Metro Hospital,New Delhi,69,233,1.12,1
Dr. Anil Mehra,Dermatology,13,2037-04-29,Govt Health Center,Mumbai,79,192,0.87,0
Dr. Swati Desai,Pediatrics,16,2037-04-30,City Hospital,Mumbai,71,383,1.5,0
Dr. Anil Mehra,Dermatology,10,2037-05-01,City Hospital,Kolkata,41,111,1.69,1
Dr. Anil Mehra,Cardiology,13,2037-05-02,Metro Hospital,Chennai,55,212,1.22,1
Dr. Ravi Kumar,Orthopedics,12,2037-05-03,Govt Health Center,Kolkata,32,89,1.47,1
Dr. Rohit Verma,Orthopedics,15,2037-05-04,City Hospital,Chennai,46,228,1.3,1
Dr. Swati Desai,Cardiology,11,2037-05-05,Metro Hospital,New Delhi,99,284,0.59,0
Dr. Ravi Kumar,Pediatrics,11,2037-05-06,City Hospital,Chennai,84,429,1.13,0
Dr. Ravi Kumar,Cardiology,17,2037-05-07,Govt Health Center,Kolkata,67,109,0.51,0
Dr. Ravi Kumar,Pediatrics,17,2037-05-08,Metro Hospital,Chennai,94,277,1.49,1
Dr. Anil Mehra,Orthopedics,12,2037-05-09,City Hospital,Kolkata,52,288,1.26,1
Dr. Rohit Verma,Pediatrics,13,2037-05-10,Metro Hospital,Chennai,97,105,0.69,0
Dr. Rohit Verma,Cardiology,11,2037-05-11,Metro Hospital,New Delhi,24,283,1.31,1
Dr. Swati Desai,Cardiology,9,2037-05-12,Govt Health Center,New Delhi,76,133,1.85,1
Dr. Rohit Verma,Cardiology,9,2037-05-13,Govt Health Center,Chennai,11,252,1.01,1
Dr. Rohit Verma,Pediatrics,10,2037-05-14,City Hospital,Chennai,80,90,1.97,1
Dr. Ravi Kumar,Pediatrics,9,2037-05-15,Metro Hospital,New Delhi,14,487,1.94,0
Dr. Ravi Kumar,Pediatrics,8,2037-05-16,Metro Hospital,Chennai,62,66,1.68,1
Dr. Anil Mehra,Orthopedics,15,2037-05-17,Metro Hospital,Mumbai,54,154,1.72,1
Dr. Ravi Kumar,Dermatology,12,2037-05-18,City Hospital,New Delhi,50,74,1.12,1
Dr. Ravi Kumar,Dermatology,17,2037-05-19,Govt Health Center,New Delhi,72,431,1.1,0
Dr. Ravi Kumar,Cardiology,8,2037-05-20,Govt Health Center,Kolkata,81,142,1.93,1
Dr. Ravi Kumar,Orthopedics,16,2037-05-21,Metro Hospital,Kolkata,41,264,1.05,1
Dr. Anil Mehra,Pediatrics,15,2037-05-22,City Hospital,Mumbai,11,442,0.65,0
Dr. Ravi Kumar,Cardiology,11,2037-05-23,Metro Hospital,Chennai,19,233,0.73,0
Dr. Swati Desai,Orthopedics,15,2037-05-24,Govt Health Center,Mumbai,52,266,1.57,1
Dr. Swati Desai,Cardiology,17,2037-05-25,Metro Hospital,Chennai,52,200,1.07,1
Dr. Swati Desai,Orthopedics,14,2037-05-26,Metro Hospital,Kolkata,76,423,0.8,0
Dr. Swati Desai,Orthopedics,14,2037-05-27,Metro Hospital,Chennai,32,307,1.72,0
Dr. Ravi Kumar,Dermatology,8,2037-05-28,Govt Health Center,Kolkata,91,350,1.23,0
Dr. Swati Desai,Cardiology,13,2037-05-29,City Hospital,New Delhi,69,168,1.35,1
Dr. Ravi Kumar,Pediatrics,11,2037-05-30,Metro Hospital,New Delhi,90,498,0.73,0
Dr. Anil Mehra,Dermatology,17,2037-05-31,Govt Health Center,Chennai,15,471,0.79,0
Dr. Swati Desai,Dermatology,17,2037-06-01,Metro Hospital,Kolkata,22,183,0.69,0
Dr. Rohit Verma,Pediatrics,17,2037-06-02,City Hospital,Mumbai,30,481,1.27,0
Dr. Swati Desai,Orthopedics,9,2037-06-03,Metro Hospital,Kolkata,67,477,1.66,0
Dr. Swati Desai,Pediatrics,17,2037-06-04,City Hospital,Kolkata,94,256,1.6,1
Dr. Ravi Kumar,Cardiology,14,2037-06-05,Govt Health Center,Kolkata,37,312,0.89,0
Dr. Swati Desai,Pediatrics,16,2037-06-06,City Hospital,New Delhi,79,371,1.78,0
Dr. Rohit Verma,Orthopedics,12,2037-06-07,City Hospital,Kolkata,17,239,0.66,0
Dr. Ravi Kumar,Pediatrics,15,2037-06-08,Govt Health Center,Chennai,86,207,0.67,0
Dr. Ravi Kumar,Orthopedics,12,2037-06-09,City Hospital,New Delhi,67,125,1.77,1
Dr. Anil Mehra,Orthopedics,14,2037-06-10,City Hospital,New Delhi,49,101,0.87,0
Dr. Anil Mehra,Cardiology,14,2037-06-11,Govt Health Center,New Delhi,95,275,1.56,1
Dr. Swati Desai,Pediatrics,16,2037-06-12,City Hospital,Kolkata,10,143,0.51,0
Dr. Anil Mehra,Pediatrics,10,2037-06-13,City Hospital,Mumbai,86,341,0.64,0
Dr. Anil Mehra,Cardiology,8,2037-06-14,Metro Hospital,Kolkata,74,340,1.41,0
Dr. Anil Mehra,Orthopedics,9,2037-06-15,City Hospital,Kolkata,19,371,0.77,0
Dr. Ravi Kumar,Pediatrics,13,2037-06-16,City Hospital,Mumbai,69,227,0.54,0
Dr. Ravi Kumar,Cardiology,17,2037-06-17,City Hospital,Kolkata,78,436,1.2,0
Dr. Ravi Kumar,Orthopedics,17,2037-06-18,Govt Health Center,Chennai,29,155,1,0
Dr. Anil Mehra,Cardiology,16,2037-06-19,City Hospital,Mumbai,71,125,1.7,1
Dr. Ravi Kumar,Pediatrics,10,2037-06-20,Govt Health Center,Chennai,22,53,1.73,1
Dr. Anil Mehra,Cardiology,17,2037-06-21,Govt Health Center,Chennai,67,360,1.42,0
Dr. Ravi Kumar,Dermatology,9,2037-06-22,City Hospital,New Delhi,46,485,0.94,0
Dr. Ravi Kumar,Orthopedics,8,2037-06-23,City Hospital,New Delhi,19,236,1.19,1
Dr. Rohit Verma,Dermatology,9,2037-06-24,City Hospital,Mumbai,12,69,1.55,1
Dr. Swati Desai,Dermatology,10,2037-06-25,City Hospital,Kolkata,43,324,0.6,0
Dr. Anil Mehra,Orthopedics,14,2037-06-26,City Hospital,Chennai,43,185,1,0
Dr. Rohit Verma,Orthopedics,9,2037-06-27,City Hospital,Kolkata,39,76,1.73,1
Dr. Ravi Kumar,Cardiology,12,2037-06-28,City Hospital,Chennai,46,185,1.11,1
Dr. Anil Mehra,Orthopedics,9,2037-06-29,Govt Health Center,New Delhi,77,67,1.44,1
Dr. Ravi Kumar,Dermatology,14,2037-06-30,Metro Hospital,New Delhi,43,334,0.64,0
Dr. Swati Desai,Dermatology,17,2037-07-01,Govt Health Center,New Delhi,41,351,1.67,0
Dr. Rohit Verma,Pediatrics,15,2037-07-02,City Hospital,Mumbai,94,469,0.65,0
Dr. Swati Desai,Orthopedics,15,2037-07-03,Metro Hospital,Chennai,67,436,1.79,0
Dr. Rohit Verma,Dermatology,15,2037-07-04,Metro Hospital,Kolkata,33,442,0.66,0
Dr. Ravi Kumar,Pediatrics,17,2037-07-05,City Hospital,Chennai,18,187,1.84,1
Dr. Swati Desai,Pediatrics,16,2037-07-06,City Hospital,Kolkata,50,281,1.05,1
Dr. Swati Desai,Cardiology,8,2037-07-07,Govt Health Center,Kolkata,33,389,1.44,0
Dr. Ravi Kumar,Dermatology,8,2037-07-08,Metro Hospital,Kolkata,34,499,1.77,0
Dr. Swati Desai,Cardiology,17,2037-07-09,Metro Hospital,Chennai,45,306,0.52,0
Dr. Anil Mehra,Dermatology,9,2037-07-10,City Hospital,New Delhi,17,268,0.9,0
Dr. Rohit Verma,Cardiology,13,2037-07-11,City Hospital,Mumbai,98,181,1.86,1
Dr. Rohit Verma,Cardiology,8,2037-07-12,Metro Hospital,Mumbai,68,481,1.08,0
Dr. Rohit Verma,Orthopedics,12,2037-07-13,Metro Hospital,New Delhi,44,406,1.56,0
Dr. Anil Mehra,Cardiology,12,2037-07-14,City Hospital,Mumbai,47,305,0.71,0
Dr. Rohit Verma,Orthopedics,11,2037-07-15,City Hospital,Kolkata,92,145,1.52,1
Dr. Ravi Kumar,Pediatrics,12,2037-07-16,City Hospital,Mumbai,41,323,0.61,0
Dr. Swati Desai,Dermatology,8,2037-07-17,Govt Health Center,Chennai,60,383,1.58,0
Dr. Anil Mehra,Pediatrics,13,2037-07-18,Govt Health Center,New Delhi,37,350,0.99,0
Dr. Rohit Verma,Dermatology,14,2037-07-19,City Hospital,New Delhi,65,417,1.2,0
Dr. Ravi Kumar,Pediatrics,15,2037-07-20,Govt Health Center,New Delhi,17,64,0.75,0
Dr. Swati Desai,Dermatology,9,2037-07-21,Metro Hospital,New Delhi,50,228,1.44,1
Dr. Swati Desai,Cardiology,14,2037-07-22,Metro Hospital,Chennai,32,494,1.01,0
Dr. Anil Mehra,Dermatology,13,2037-07-23,City Hospital,Kolkata,63,309,1.08,0
Dr. Anil Mehra,Dermatology,16,2037-07-24,Metro Hospital,Kolkata,32,452,1.48,0
Dr. Anil Mehra,Pediatrics,15,2037-07-25,Metro Hospital,Kolkata,41,137,0.77,0
Dr. Ravi Kumar,Pediatrics,11,2037-07-26,Metro Hospital,Mumbai,19,143,1.78,1
Dr. Ravi Kumar,Pediatrics,16,2037-07-27,Metro Hospital,Kolkata,90,382,1.61,0
Dr. Anil Mehra,Orthopedics,8,2037-07-28,Metro Hospital,Mumbai,44,444,1.37,0
Dr. Rohit Verma,Orthopedics,13,2037-07-29,Govt Health Center,Chennai,72,77,0.69,0
Dr. Swati Desai,Dermatology,15,2037-07-30,Govt Health Center,Mumbai,76,234,1.53,1
Dr. Swati Desai,Dermatology,11,2037-07-31,City Hospital,Kolkata,45,124,0.53,0
Dr. Ravi Kumar,Cardiology,9,2037-08-01,Metro Hospital,New Delhi,58,103,1.71,1
Dr. Swati Desai,Cardiology,9,2037-08-02,Govt Health Center,Chennai,55,370,0.96,0
Dr. Rohit Verma,Dermatology,17,2037-08-03,Govt Health Center,Kolkata,36,96,0.68,0
Dr. Swati Desai,Orthopedics,8,2037-08-04,Govt Health Center,Kolkata,40,297,0.75,0
Dr. Ravi Kumar,Dermatology,12,2037-08-05,Metro Hospital,Kolkata,43,283,1.94,1
Dr. Ravi Kumar,Cardiology,13,2037-08-06,Govt Health Center,Chennai,85,167,1.66,1
Dr. Rohit Verma,Orthopedics,11,2037-08-07,City Hospital,New Delhi,68,309,0.86,0
Dr. Rohit Verma,Orthopedics,11,2037-08-08,City Hospital,New Delhi,63,279,1.95,1
Dr. Swati Desai,Cardiology,12,2037-08-09,Metro Hospital,New Delhi,98,339,0.71,0
Dr. Swati Desai,Dermatology,12,2037-08-10,City Hospital,Kolkata,75,290,1.6,1
Dr. Ravi Kumar,Pediatrics,16,2037-08-11,Govt Health Center,Mumbai,39,381,1.49,0
Dr. Rohit Verma,Dermatology,15,2037-08-12,Metro Hospital,Kolkata,82,231,1.73,1
Dr. Rohit Verma,Dermatology,16,2037-08-13,City Hospital,New Delhi,32,366,1.07,0
Dr. Rohit Verma,Cardiology,10,2037-08-14,Metro Hospital,Chennai,18,150,1.1,1
Dr. Swati Desai,Orthopedics,10,2037-08-15,Govt Health Center,Mumbai,93,297,1.44,1
Dr. Rohit Verma,Cardiology,8,2037-08-16,City Hospital,Mumbai,64,398,1.1,0
Dr. Ravi Kumar,Dermatology,17,2037-08-17,Govt Health Center,Kolkata,10,407,0.56,0
Dr. Ravi Kumar,Pediatrics,13,2037-08-18,City Hospital,Chennai,65,162,1.59,1
Dr. Swati Desai,Pediatrics,11,2037-08-19,Metro Hospital,Mumbai,48,270,1.46,1
Dr. Anil Mehra,Pediatrics,15,2037-08-20,City Hospital,New Delhi,96,388,1.14,0
Dr. Swati Desai,Cardiology,9,2037-08-21,City Hospital,Kolkata,27,197,0.95,0
Dr. Anil Mehra,Orthopedics,9,2037-08-22,City Hospital,Kolkata,51,436,0.98,0
Dr. Rohit Verma,Cardiology,14,2037-08-23,Metro Hospital,New Delhi,82,345,1.61,0
Dr. Swati Desai,Pediatrics,12,2037-08-24,City Hospital,New Delhi,84,246,1.59,1
Dr. Ravi Kumar,Dermatology,8,2037-08-25,Govt Health Center,New Delhi,74,456,1.73,0
Dr. Rohit Verma,Orthopedics,14,2037-08-26,Metro Hospital,Mumbai,84,118,1.64,1
Dr. Ravi Kumar,Cardiology,14,2037-08-27,Metro Hospital,Chennai,42,337,1.64,0
Dr. Rohit Verma,Cardiology,17,2037-08-28,Govt Health Center,Mumbai,39,73,0.88,0
Dr. Swati Desai,Orthopedics,13,2037-08-29,Metro Hospital,Chennai,14,418,0.65,0
Dr. Anil Mehra,Orthopedics,11,2037-08-30,City Hospital,Kolkata,59,484,1.64,0
Dr. Rohit Verma,Dermatology,15,2037-08-31,Metro Hospital,Chennai,74,420,0.65,0
Dr. Anil Mehra,Orthopedics,9,2037-09-01,Govt Health Center,New Delhi,19,235,1.97,1
Dr. Rohit Verma,Dermatology,9,2037-09-02,Metro Hospital,Mumbai,69,219,1.81,1
Dr. Ravi Kumar,Pediatrics,9,2037-09-03,Govt Health Center,New Delhi,86,340,1.3,0
Dr. Ravi Kumar,Pediatrics,10,2037-09-04,Metro Hospital,Kolkata,36,81,1.03,1
Dr. Rohit Verma,Cardiology,13,2037-09-05,Govt Health Center,Mumbai,81,487,1.29,0
Dr. Anil Mehra,Pediatrics,8,2037-09-06,Metro Hospital,Mumbai,37,350,1.6,0
Dr. Swati Desai,Pediatrics,9,2037-09-07,City Hospital,New Delhi,54,225,1.63,1
Dr. Swati Desai,Dermatology,17,2037-09-08,Govt Health Center,Mumbai,61,413,0.61,0
Dr. Ravi Kumar,Cardiology,9,2037-09-09,Govt Health Center,New Delhi,75,391,1.71,0
Dr. Swati Desai,Orthopedics,8,2037-09-10,Metro Hospital,Chennai,71,226,1.46,1
Dr. Ravi Kumar,Cardiology,10,2037-09-11,Metro Hospital,Kolkata,85,339,0.56,0
Dr. Swati Desai,Pediatrics,17,2037-09-12,Metro Hospital,New Delhi,86,193,0.97,0
Dr. Rohit Verma,Orthopedics,14,2037-09-13,City Hospital,Kolkata,69,60,1.27,1
Dr. Ravi Kumar,Cardiology,8,2037-09-14,Metro Hospital,Mumbai,95,196,0.78,0
Dr. Ravi Kumar,Cardiology,14,2037-09-15,Govt Health Center,Kolkata,49,397,0.73,0
Dr. Rohit Verma,Cardiology,12,2037-09-16,Metro Hospital,Kolkata,24,462,0.52,0
Dr. Ravi Kumar,Cardiology,16,2037-09-17,City Hospital,Kolkata,16,359,1.87,0
Dr. Swati Desai,Dermatology,9,2037-09-18,Metro Hospital,Mumbai,48,486,0.58,0
Dr. Swati Desai,Cardiology,8,2037-09-19,Metro Hospital,Chennai,60,244,1.05,1
Dr. Ravi Kumar,Pediatrics,16,2037-09-20,Govt Health Center,Chennai,16,125,0.81,0
Dr. Swati Desai,Pediatrics,15,2037-09-21,Metro Hospital,Chennai,21,209,1.61,1
Dr. Anil Mehra,Dermatology,17,2037-09-22,City Hospital,New Delhi,23,149,1.56,1
Dr. Ravi Kumar,Orthopedics,13,2037-09-23,Metro Hospital,New Delhi,43,165,1.71,1
Dr. Rohit Verma,Orthopedics,12,2037-09-24,Metro Hospital,Mumbai,48,429,1.43,0
Dr. Anil Mehra,Pediatrics,15,2037-09-25,Govt Health Center,Chennai,82,132,1.39,1
Dr. Ravi Kumar,Pediatrics,15,2037-09-26,Metro Hospital,Kolkata,73,361,1.11,0
Dr. Rohit Verma,Dermatology,12,2037-09-27,Govt Health Center,Chennai,21,112,1.45,1
Dr. Swati Desai,Orthopedics,14,2037-09-28,Govt Health Center,New Delhi,43,181,0.67,0
Dr. Rohit Verma,Orthopedics,8,2037-09-29,Metro Hospital,Mumbai,36,297,1.53,1
Dr. Anil Mehra,Cardiology,11,2037-09-30,Govt Health Center,Chennai,31,444,0.66,0
Dr. Swati Desai,Cardiology,9,2037-10-01,Govt Health Center,New Delhi,27,180,1.79,1
Dr. Ravi Kumar,Cardiology,17,2037-10-02,Metro Hospital,New Delhi,55,460,1.26,0
Dr. Swati Desai,Dermatology,10,2037-10-03,Metro Hospital,Kolkata,53,416,1.3,0
Dr. Ravi Kumar,Pediatrics,8,2037-10-04,City Hospital,Chennai,27,477,1.38,0
Dr. Ravi Kumar,Dermatology,9,2037-10-05,City Hospital,Kolkata,46,451,1.66,0
Dr. Rohit Verma,Orthopedics,8,2037-10-06,Govt Health Center,Chennai,16,207,1.22,1
Dr. Rohit Verma,Pediatrics,15,2037-10-07,Govt Health Center,Mumbai,77,265,1.14,1
Dr. Rohit Verma,Cardiology,11,2037-10-08,Metro Hospital,Chennai,89,375,0.93,0
Dr. Anil Mehra,Dermatology,10,2037-10-09,City Hospital,Kolkata,95,480,0.69,0
Dr. Anil Mehra,Dermatology,8,2037-10-10,City Hospital,Kolkata,69,83,0.79,0
Dr. Rohit Verma,Cardiology,9,2037-10-11,Metro Hospital,New Delhi,57,424,0.5,0
Dr. Anil Mehra,Dermatology,10,2037-10-12,Metro Hospital,Chennai,60,381,1.8,0
Dr. Swati Desai,Cardiology,10,2037-10-13,Metro Hospital,Chennai,93,347,1.65,0
Dr. Swati Desai,Orthopedics,13,2037-10-14,Metro Hospital,Mumbai,61,328,0.83,0
Dr. Anil Mehra,Pediatrics,17,2037-10-15,City Hospital,New Delhi,86,345,0.5,0
Dr. Anil Mehra,Orthopedics,15,2037-10-16,Metro Hospital,Kolkata,61,64,1.24,1
Dr. Swati Desai,Orthopedics,13,2037-10-17,Metro Hospital,Chennai,93,164,1.12,1
Dr. Ravi Kumar,Cardiology,9,2037-10-18,City Hospital,New Delhi,63,106,1.66,1
Dr. Swati Desai,Dermatology,9,2037-10-19,Metro Hospital,Mumbai,50,416,1.1,0
Dr. Swati Desai,Orthopedics,14,2037-10-20,City Hospital,New Delhi,51,191,1.8,1
Dr. Anil Mehra,Orthopedics,8,2037-10-21,City Hospital,Chennai,31,256,0.64,0
Dr. Swati Desai,Orthopedics,8,2037-10-22,Metro Hospital,Chennai,48,189,1.05,1
Dr. Anil Mehra,Dermatology,14,2037-10-23,Metro Hospital,Mumbai,32,156,1.9,1
Dr. Anil Mehra,Dermatology,16,2037-10-24,Govt Health Center,Mumbai,57,422,0.52,0
Dr. Rohit Verma,Cardiology,12,2037-10-25,Govt Health Center,Mumbai,42,340,1.09,0
Dr. Swati Desai,Orthopedics,8,2037-10-26,City Hospital,Kolkata,50,458,0.89,0
Dr. Ravi Kumar,Pediatrics,12,2037-10-27,City Hospital,New Delhi,39,127,1.3,1
Dr. Rohit Verma,Dermatology,8,2037-10-28,Govt Health Center,New Delhi,87,51,0.92,0
Dr. Anil Mehra,Cardiology,17,2037-10-29,City Hospital,New Delhi,56,323,1.8,0
Dr. Anil Mehra,Orthopedics,16,2037-10-30,Govt Health Center,Kolkata,66,84,1.91,1
Dr. Ravi Kumar,Pediatrics,11,2037-10-31,Metro Hospital,New Delhi,81,314,1.77,0
Dr. Anil Mehra,Dermatology,16,2037-11-01,Metro Hospital,Mumbai,66,444,1.1,0
Dr. Swati Desai,Pediatrics,9,2037-11-02,Metro Hospital,New Delhi,71,267,1.98,1
Dr. Rohit Verma,Dermatology,14,2037-11-03,City Hospital,Kolkata,95,116,1.6,1
Dr. Anil Mehra,Cardiology,9,2037-11-04,Metro Hospital,Kolkata,66,118,1.03,1
Dr. Anil Mehra,Pediatrics,11,2037-11-05,City Hospital,New Delhi,77,273,0.64,0
Dr. Ravi Kumar,Orthopedics,13,2037-11-06,Metro Hospital,Kolkata,81,410,1.5,0
Dr. Swati Desai,Orthopedics,9,2037-11-07,City Hospital,Kolkata,95,343,1.59,0
Dr. Anil Mehra,Dermatology,9,2037-11-08,City Hospital,New Delhi,34,375,0.68,0
Dr. Ravi Kumar,Orthopedics,9,2037-11-09,Govt Health Center,Kolkata,98,252,1.32,1
Dr. Anil Mehra,Pediatrics,10,2037-11-10,Govt Health Center,Kolkata,49,130,1.98,1
Dr. Ravi Kumar,Cardiology,12,2037-11-11,Govt Health Center,New Delhi,26,492,0.99,0
Dr. Ravi Kumar,Dermatology,16,2037-11-12,City Hospital,Mumbai,89,115,0.95,0
Dr. Swati Desai,Pediatrics,13,2037-11-13,Govt Health Center,Mumbai,57,346,1.85,0
Dr. Anil Mehra,Dermatology,16,2037-11-14,Govt Health Center,Kolkata,48,329,0.68,0
Dr. Swati Desai,Cardiology,17,2037-11-15,Govt Health Center,Chennai,24,483,1.9,0
Dr. Ravi Kumar,Dermatology,12,2037-11-16,City Hospital,Chennai,26,310,1.67,0
Dr. Rohit Verma,Orthopedics,13,2037-11-17,City Hospital,New Delhi,44,326,1.09,0
Dr. Anil Mehra,Orthopedics,17,2037-11-18,Govt Health Center,New Delhi,42,55,0.63,0
Dr. Rohit Verma,Dermatology,15,2037-11-19,Govt Health Center,Mumbai,27,181,0.53,0
Dr. Anil Mehra,Cardiology,10,2037-11-20,City Hospital,Chennai,39,314,1.06,0
Dr. Swati Desai,Cardiology,9,2037-11-21,City Hospital,New Delhi,96,374,1.56,0
Dr. Swati Desai,Orthopedics,10,2037-11-22,Govt Health Center,Chennai,46,117,1.23,1
Dr. Swati Desai,Cardiology,16,2037-11-23,Govt Health Center,Chennai,16,175,1.61,1
Dr. Swati Desai,Dermatology,13,2037-11-24,Govt Health Center,Kolkata,83,442,1.51,0
Dr. Swati Desai,Pediatrics,17,2037-11-25,City Hospital,Kolkata,89,451,1.36,0
Dr. Rohit Verma,Dermatology,11,2037-11-26,Govt Health Center,Chennai,37,364,1.95,0
Dr. Swati Desai,Orthopedics,17,2037-11-27,City Hospital,Mumbai,96,220,1.59,1
Dr. Ravi Kumar,Orthopedics,10,2037-11-28,Metro Hospital,New Delhi,27,385,1.87,0
Dr. Ravi Kumar,Orthopedics,9,2037-11-29,Govt Health Center,New Delhi,56,499,0.86,0
Dr. Rohit Verma,Cardiology,11,2037-11-30,Metro Hospital,Mumbai,32,78,1.57,1
Dr. Anil Mehra,Dermatology,16,2037-12-01,City Hospital,Kolkata,29,225,1.4,1
Dr. Ravi Kumar,Pediatrics,11,2037-12-02,Metro Hospital,Kolkata,40,356,1.89,0
Dr. Anil Mehra,Dermatology,12,2037-12-03,Govt Health Center,Mumbai,23,475,1.27,0
Dr. Rohit Verma,Pediatrics,15,2037-12-04,Metro Hospital,Mumbai,32,341,0.92,0
Dr. Anil Mehra,Dermatology,9,2037-12-05,Metro Hospital,Kolkata,11,381,1.08,0
Dr. Anil Mehra,Orthopedics,10,2037-12-06,Metro Hospital,Chennai,38,154,0.83,0
Dr. Anil Mehra,Pediatrics,13,2037-12-07,City Hospital,Kolkata,59,94,0.83,0
Dr. Anil Mehra,Dermatology,14,2037-12-08,Govt Health Center,Chennai,82,150,1.21,1
Dr. Rohit Verma,Cardiology,11,2037-12-09,City Hospital,New Delhi,68,275,1.84,1
Dr. Ravi Kumar,Cardiology,8,2037-12-10,Metro Hospital,New Delhi,42,468,0.79,0
Dr. Swati Desai,Dermatology,14,2037-12-11,Metro Hospital,Chennai,57,153,0.93,0
Dr. Anil Mehra,Orthopedics,16,2037-12-12,City Hospital,Chennai,53,311,1.78,0
Dr. Ravi Kumar,Pediatrics,8,2037-12-13,City Hospital,Kolkata,21,302,1.01,0
Dr. Ravi Kumar,Dermatology,8,2037-12-14,Metro Hospital,Mumbai,92,214,1.94,1
Dr. Rohit Verma,Cardiology,8,2037-12-15,Govt Health Center,Chennai,51,341,0.9,0
Dr. Ravi Kumar,Pediatrics,17,2037-12-16,City Hospital,New Delhi,93,261,1.16,1
Dr. Rohit Verma,Cardiology,14,2037-12-17,Metro Hospital,Kolkata,44,193,0.64,0
